id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_highlight,product_highlight,product_highlight,product_detail,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold,google_product_category,product_type,shipping,shipping_weight,min_handling_time,max_handling_time,min_transit_time,max_transit_time
pallet-of-r134a-automotive-refrigerant-40-66354e34,"Full Pallet – 40 × 30lb R-134a Automotive Refrigerant, Free Freight","Forty 30-pound cylinders of R-134a make up this pallet, 1,200 pounds of automotive refrigerant in one shipment. The cylinders are virgin and factory sealed, produced in the USA and certified as compliant with EPA regulations.
At this volume the buyer is usually stocking rather than servicing, which means a distributor or a multi-bay shop working through R-134a across a season. The refrigerant is identical to the single 30-pound cylinder sold on its own, so a pallet order is a question of throughput and not of product grade.",in_stock,,,https://home24care.com/products/full-pallet-40-x-30lb-r-134a-automotive-refrigerant-free-freight,,https://home24care.com/product-images/a45ba826dff14d98-feed.jpg,12400.00 USD,,,,,pallet-of-r134a-automotive-refrigerant-40-x-30lb-cylinders-free-freight-12,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,40,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,1600 lb,0,1,1,3
1 Pallet of 134a,"Full Pallet – 40 × 30lb R-134a Refrigerant, Automotive/HVAC Use","Automotive and HVAC service both pull from R-134a, and this pallet covers either at volume with forty cylinders of 30 pounds each. Each one is factory sealed with virgin refrigerant, made in the USA and certified as compliant with EPA regulations.
Ordering the pallet instead of individual cylinders changes the count and nothing else about the fill. At 1,200 pounds it is enough to carry a busy shop or a distributor's shelf through a season of charges, and smaller amounts of the same cylinder are listed here in ten-pack and twenty-pack quantities.",in_stock,,,https://home24care.com/products/full-pallet-40-x-30lb-r-134a-refrigerant-automotive-hvac-use,,https://home24care.com/product-images/181baa0f21a37650-feed.jpg,12400.00 USD,,,,,1 Pallet of 134a,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,40,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,1600 lb,0,1,1,3
r22-full-pallet-40-cylinders-x-30lb-36,Full Pallet – 40 × 30lb R-22 Refrigerant,"R-22 by the pallet is forty 30-pound cylinders, or 1,200 pounds of legacy refrigerant. Each one is virgin, factory sealed, made in the USA and certified as compliant with EPA regulations.
Buying at this quantity fits a contractor holding maintenance work on installed R-22 systems, where securing supply matters more than the size of any single charge. Smaller amounts of the same cylinder are listed here as a quarter pallet and as single units, so the pallet is worth taking only when the throughput is there to match it.",in_stock,,,https://home24care.com/products/full-pallet-40-x-30lb-r-22-refrigerant,,https://home24care.com/product-images/4a750ffafcee71a8-feed.jpg,22400.00 USD,,,,,r22-full-pallet-40-cylinders-x-30lb-36,Home24Care,"At igvagas, we provide premium R-22 Legacy Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,40,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,1600 lb,0,1,1,3
20 Cyl 410,Half Pallet – 20 × 25lb R-410A Refrigerant,"Twenty cylinders of R-410A at 25 pounds each, a half pallet holding 500 pounds of refrigerant. R-410A is the HVAC grade of the group, and these cylinders are virgin, factory sealed, made in the USA and certified as compliant with EPA regulations.
A half pallet is the sensible order when a full one would sit too long, covering an install and service season without tying up the floor space or the cash a forty-cylinder pallet asks for. All twenty units are the same 25-pound size.",in_stock,,,https://home24care.com/products/half-pallet-20-x-25lb-r-410a-refrigerant,,https://home24care.com/product-images/ec5bfb57ac2a546a-feed.jpg,4180.00 USD,,,,,20 Cyl 410,Home24Care,"At igvagas, we provide premium R-410A HVAC Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,20,no,25 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,700 lb,0,1,1,3
2504769com,Henley Outdoor Cabin Sauna – 2-4 Person,"A cabin-style sauna for two to four people, with a sloped roofline and clean lines meant to sit naturally next to a deck, a garden or a patio. Inside, stacked two-tier benches let you move between heat levels mid-session.
The build is tongue-and-groove cedar with an 8mm tempered glass door and a powder-coated galvanized steel roof, put together to hold heat through every season. The PrairieFire 9kW electric heater reaches full temperature about 50% faster than a standard 6kW model.
Accessories come standard, so there is nothing else to buy: stones, a Wi-Fi control panel, a bucket and ladle, LED lighting and hooks. It arrives ready to assemble with step-by-step guidance in the BILT app, and a 5-year comprehensive warranty covers every component.",in_stock,,,https://home24care.com/products/henley-2-4-person-outdoor-cabin-sauna,,https://home24care.com/product-images/1b13b5ffeff2fe3f-feed.jpg,1599.60 USD,1399.60 USD,,,752113594760,2504769com,Backyard Discovery,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,"5-year comprehensive warranty covering every component, with support available 7 days per week",,https://home24care.com/product-images/6c1d22e42d6ee31a-feed.jpg,https://home24care.com/product-images/3b8ff0965d32d3f1-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/3546733b98afe250-feed.jpg,https://home24care.com/product-images/f4cc8eaf8f9d790c-feed.jpg,https://home24care.com/product-images/b3bc93d68dc2a7b9-feed.jpg,https://home24care.com/product-images/9b90923a4f72ef72-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,751.78 lb,0,1,1,3
2504776com,Henley Outdoor Cabin Sauna – 4-6 Person,"Room for four to six, which in practice means a group can share the heat or one person can stretch out full length. The benches are stacked in two tiers and the difference between them is the point: the upper bench runs hotter, the lower stays milder, so nobody has to settle on a single intensity.
Construction matches the smaller Henley. Tongue-and-groove cedar, an 8mm tempered glass door and a powder-coated galvanized steel roof under a sloped roofline, built to hold heat through every season.
The PrairieFire 9kW electric heater preheats about 50% faster than a standard 6kW model, and it ships with stones, a Wi-Fi control panel, a bucket, a ladle, LED lighting and hooks. Assembly follows the BILT app step by step, and a 5-year comprehensive warranty covers every component.",in_stock,,,https://home24care.com/products/henley-4-6-person-outdoor-cabin-sauna,,https://home24care.com/product-images/20a40c182f1fb4d6-feed.jpg,1999.60 USD,1799.60 USD,,,752113594777,2504776com,Backyard Discovery,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,"5-year comprehensive warranty covering every component, with support available 7 days per week",,https://home24care.com/product-images/09ddb4d09a7fcb2c-feed.jpg,https://home24care.com/product-images/a10b07582d30c30e-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/3319b1c2a4ac37af-feed.jpg,https://home24care.com/product-images/4bc0d123e1df388a-feed.jpg,https://home24care.com/product-images/b3bc93d68dc2a7b9-feed.jpg,https://home24care.com/product-images/39ef33bac6dae873-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,897.29 lb,0,1,1,3
honey-well-r1234yf-refrigerant-4-cases-16-cans-29,"Honeywell R-1234yf Refrigerant – 16 Cans (8oz Each), Genuine – Made in USA","Sixteen 8-ounce cans of genuine Honeywell R-1234yf, made in the USA and sold as a single case. The cans arrive factory sealed and virgin, and the refrigerant is certified as compliant with EPA regulations.
R-1234yf is the eco-friendly refrigerant used in automotive air conditioning as well as in HVAC and commercial refrigeration systems, and this is professional-grade material for that work. Buying it as a case of sixteen keeps the same certified refrigerant on hand across more than one job.",in_stock,,,https://home24care.com/products/honeywell-r-1234yf-refrigerant-16-cans-8oz-each-genuine-made-in-usa,,https://home24care.com/product-images/8d345e6fd7114991-feed.jpg,359.00 USD,,,,,honey-well-r1234yf-refrigerant-4-cases-16-cans-29,Honeywell,"At igvagas, we provide premium R-1234YF Eco-Friendly Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products ar",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,16,no,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,,0,1,1,3
3-1234yf with gauage,Honeywell R-1234yf Refrigerant – 3 Cans (8oz Each) with HD Brass Can Tap – Made in USA,"Three 8-ounce cans of Honeywell R-1234yf with a heavy-duty brass can tap included, all of it made in the USA. The refrigerant is factory sealed and certified as compliant with EPA regulations.
The tap is what makes the set usable without buying hardware separately, and it stays on the bench after the three cans are gone. Three cans is the smallest of the tap-included Honeywell packs here, which points it at one vehicle rather than at a run of them. Larger counts of the same 8-ounce can are listed separately.",in_stock,,,https://home24care.com/products/honeywell-r-1234yf-refrigerant-3-cans-8oz-each-with-hd-brass-can-tap-made-in-usa,,https://home24care.com/product-images/f7f7ac5eb165b17c-feed.jpg,88.00 USD,,,,,3-1234yf with gauage,Honeywell,"At igvagas, we provide premium R-1234YF Eco-Friendly Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products ar",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,yes,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,3 lb,0,1,1,3
1234yf 1 BOX,Honeywell R-1234yf Refrigerant – 4 Cans (8oz Each) with HD Brass Can Tap – Made in USA,"Four 8-ounce cans of Honeywell R-1234yf ship with a heavy-duty brass can tap, everything made in the USA. The cans are factory sealed and the refrigerant is certified as compliant with EPA regulations.
Thirty-two ounces gives more room than the three-can set for a job that runs long, and the tap carries over to any cans bought later. R-1234yf here is Honeywell's own product in Honeywell cans, stocked for the automotive air conditioning work this refrigerant is used in.",in_stock,,,https://home24care.com/products/honeywell-r-1234yf-refrigerant-4-cans-8oz-each-with-hd-brass-can-tap-made-in-usa,,https://home24care.com/product-images/8d01a6029f2ce101-feed.jpg,87.00 USD,,,,,1234yf 1 BOX,Honeywell,"At igvagas, we provide premium R-1234YF Eco-Friendly Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products ar",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,yes,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,4 lb,0,1,1,3
4 yf w/ gauge,Honeywell R-1234yf Refrigerant – 4-Pack (8oz Cans) with HD Brass Can Tap – Made in USA,"Sold as a four-pack, this listing puts 8-ounce cans of Honeywell R-1234yf and a heavy-duty brass can tap in the same box. Manufactured in the USA, factory sealed, and certified as compliant with EPA regulations.
The tap is heavy-duty brass and it stays useful after the four cans are used up. Buying refrigerant and tap together avoids the situation where cans arrive and nothing on the shelf will connect to them. For repeat work, the eight-can and sixteen-can Honeywell listings cover the refrigerant on its own.",in_stock,,,https://home24care.com/products/honeywell-r-1234yf-refrigerant-4-pack-8oz-cans-with-hd-brass-can-tap-made-in-usa,,https://home24care.com/product-images/fcf29ff097d22561-feed.jpg,115.00 USD,,,,,4 yf w/ gauge,Honeywell,"At igvagas, we provide premium R-1234YF Eco-Friendly Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products ar",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,yes,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,4 lb,0,1,1,3
yf 8 cans,"Honeywell R-1234yf Refrigerant – 8 Cans (8oz Each), Genuine – Made in USA","Eight 8-ounce cans of genuine Honeywell R-1234yf, made in the USA and factory sealed, certified as compliant with EPA regulations. Four pounds of refrigerant in the box.
Eight cans lands between the small tap-included packs and the sixteen-can case, a restock quantity for a shop that already owns a can tap. The cans are listed as genuine Honeywell, which is the point of the title, and the refrigerant is stocked for the automotive side of the catalog.",in_stock,,,https://home24care.com/products/honeywell-r-1234yf-refrigerant-8-cans-8oz-each-genuine-made-in-usa,,https://home24care.com/product-images/adc39e3f600a6587-feed.jpg,179.00 USD,,,,,yf 8 cans,Honeywell,"At igvagas, we provide premium R-1234YF Eco-Friendly Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products ar",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,8,no,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,7 lb,0,1,1,3
1234yf-8oz-can-49,"Honeywell R-1234yf Refrigerant – 8oz Self-Sealing Can, MVAC Use – Made in USA","One 8-ounce self-sealing can of Honeywell R-1234yf for motor vehicle air conditioning, made in the USA. The can is factory sealed and the refrigerant is certified as compliant with EPA regulations.
This is the smallest R-1234yf quantity listed on the site. The self-sealing valve closes when the can comes off the hose, so a can that is not emptied in one sitting can be set aside. No tap comes with a single can; the three-can and four-can Honeywell packs are where the heavy-duty brass tap is included.",in_stock,,,https://home24care.com/products/honeywell-r-1234yf-refrigerant-8oz-self-sealing-can-mvac-use-made-in-usa,,https://home24care.com/product-images/f9237234338802c1-feed.jpg,47.00 USD,,,,,1234yf-8oz-can-49,Honeywell,"At igvagas, we provide premium R-1234YF Eco-Friendly Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products ar",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,8 oz,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,0.75 lb,0,1,1,3
2600089com,Knox Indoor Infrared Sauna – 2 Person,"Eight low-EMF far infrared carbon panels line this two-person cabin and reach your ideal temperature 20% faster, delivering full-body coverage whether you stretch out alone or sit side by side on the bench. It runs on a standard 120V outlet, so no electrician has to visit before the first session.
The cedar panels are 33% thicker with double-wall construction, and the tinted 8mm tempered glass door holds heat in while giving you real privacy in a shared room or an open floor plan. Red light therapy, chromotherapy, Bluetooth speakers, and the control panel are all standard rather than upgrades.
Panels arrive pre-built, pre-drilled, pre-stained, and pre-wired for assembly. A 5-year comprehensive warranty covers every component, with support available seven days a week.",in_stock,,,https://home24care.com/products/knox-2-person-indoor-infrared-sauna,,https://home24care.com/product-images/0d516549f06a8e4b-feed.jpg,919.60 USD,799.60 USD,,,752113690080,2600089com,Backyard Discovery,33% thicker cedar panels with double-wall construction and 8mm tempered glass door,"Red light therapy, chromotherapy, Bluetooth speakers, and controls all included","5-year comprehensive warranty covering every component, with support available 7 days per week","Ready to assemble with pre-built, pre-drilled, pre-stained, and pre-wired panels",,https://home24care.com/product-images/7cb139c2210b9148-feed.jpg,https://home24care.com/product-images/5b86058f97e750dc-feed.jpg,https://home24care.com/product-images/a896df546d3ae353-feed.jpg,https://home24care.com/product-images/503a1e25acd03032-feed.jpg,https://home24care.com/product-images/9f7b6b421150324f-feed.jpg,https://home24care.com/product-images/aa1e04e21815205d-feed.jpg,https://home24care.com/product-images/161ff0c3d9ea6d95-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,386.72 lb,0,1,1,3
2001022com,Lakewood Swing Set,"Backyard Discovery designed the Lakewood for yards that cannot take a sprawling playset. An elevated clubhouse with a colorful canopy roof and a window sits above a lower playhouse, and that ground floor has a full front door, a snack bar window, and built-in bench seating, which is enough to turn it into a cafe for whatever game is running that afternoon.
A wide rung flat step ladder makes the climb manageable for a range of ages, and the 8-foot wave slide handles the trip back down. Two classic belt swings and a trapeze bar let several kids swing at once, and the canopy adds shade without blocking your view of them.
The frame is cedar, which resists decay on its own outdoors. Assembly is guided step by step in the BILT app, and the set carries a 5-year warranty.",in_stock,,,https://home24care.com/products/lakewood-wooden-swing-set,,https://home24care.com/product-images/c842a7dbf7498879-feed.jpg,359.60 USD,319.60 USD,,,752113091023,2001022com,Backyard Discovery,"Lower Playhouse: Includes a full front door and windows, creating a inviting play space to inspire creativity",Industry-Leading Warranty: 5-year warranty for added peace of mind,"Built-In Picnic Area: Snack bar window with attached bench seating transforms into mini café, perfect for snack time or fun restaurant games",Versatile Swinging Fun: 2 classic belt swings and 1 trapeze allow multiple kids to swing at once,,https://home24care.com/product-images/1fe9a398ea1e5428-feed.jpg,https://home24care.com/product-images/2059e73f769010dd-feed.jpg,https://home24care.com/product-images/89128d333bbb5bfe-feed.jpg,https://home24care.com/product-images/6beeb9a694155737-feed.jpg,https://home24care.com/product-images/1a901d5e3d5245f5-feed.jpg,https://home24care.com/product-images/755923a59fd60735-feed.jpg,https://home24care.com/product-images/8f812a4d4b1f0101-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,125.66 lb,0,1,1,3
2504653com,Lennon Outdoor Cube Sauna – 2-4 Person,"The Lennon is a cube sauna with clean lines and rounded corners, sized for two to four people, with an L-shaped bench that makes the seating comfortable without enlarging the footprint. The compact shape suits patios and smaller yards, and the contemporary styling sits well next to modern outdoor spaces.
Tongue-and-groove cedar, an 8mm tempered glass door, and a powder-coated galvanized steel roof keep the heat in and the weather out. The PrairieFire 9kW electric heater preheats 50% faster than standard 6kW models, and the sauna can be run dry or with steam.
The heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks are all in the box. Components are ready to assemble with step-by-step guidance in the BILT app, and a 5-year comprehensive warranty covers every component, with support seven days a week.",in_stock,,,https://home24care.com/products/lennon-2-4-person-outdoor-cube-sauna,,https://home24care.com/product-images/d2745db06bf7edfd-feed.jpg,1399.60 USD,1239.60 USD,,,752113594654,2504653com,Backyard Discovery,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,"5-year comprehensive warranty covering every component, with support available 7 days per week",,https://home24care.com/product-images/397b051d7fc1caa1-feed.jpg,https://home24care.com/product-images/f439eebac9509785-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/544fb102a0910ba6-feed.jpg,https://home24care.com/product-images/e87799df676fbec2-feed.jpg,https://home24care.com/product-images/28409e84e136972c-feed.jpg,https://home24care.com/product-images/0d7226ba483d54df-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,643.75 lb,0,1,1,3
2504677com,Lennon Outdoor Cube Sauna – 4-6 Person,"Stacked two-tier benches give this Lennon Cube Sauna room for up to six people and let each person pick a heat intensity by choosing a level. The cabin is tongue-and-groove cedar with an 8mm tempered glass door and a powder-coated galvanized steel roof, a combination meant to hold heat in and keep weather out. Heat comes from a PrairieFire 9kW electric heater, which Backyard Discovery rates at preheating 50% faster than a standard 6kW model. Stones, a Wi-Fi control panel, bucket, ladle, LED lighting and hooks all ship in the box, so it can run as a dry sauna or a steam sauna from the first session with nothing extra to buy.
Components arrive ready to assemble with step-by-step guidance through the BILT app. Every component is covered by a 5-year warranty, with support available seven days a week.",in_stock,,,https://home24care.com/products/lennon-4-6-person-outdoor-cube-sauna,,https://home24care.com/product-images/ec9576aadf61f1e6-feed.jpg,1799.60 USD,1599.60 USD,,,752113594678,2504677com,Backyard Discovery,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,"5-year comprehensive warranty covering every component, with support available 7 days per week",,https://home24care.com/product-images/b39ee2832648f6b6-feed.jpg,https://home24care.com/product-images/2ae20e819dac0905-feed.jpg,https://home24care.com/product-images/ba2891e2f0056161-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/544fb102a0910ba6-feed.jpg,https://home24care.com/product-images/e87799df676fbec2-feed.jpg,https://home24care.com/product-images/28409e84e136972c-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,776.03 lb,0,1,1,3
2504684com,Lennon Outdoor Cube Sauna with Porch – 4-6 Person,"This is the largest Lennon Cube Sauna, with stacked two-tier benches inside for four to six people and a covered porch with built-in seating outside. The upper bench runs hotter and the lower one stays milder, so people sharing a session can sit at the level that suits them. Construction is tongue-and-groove cedar with an 8mm tempered glass door and a powder-coated galvanized steel roof.
A PrairieFire 9kW electric heater does the work and preheats 50% faster than standard 6kW models. Stones, a Wi-Fi control panel, bucket, ladle, LED lighting and hooks are all included, so you can run it dry or pour water for steam right away. It ships ready to assemble with step-by-step BILT app guidance, and every component carries a 5-year warranty with support seven days a week.",in_stock,,,https://home24care.com/products/lennon-4-6-person-outdoor-cube-sauna-with-vestibule,,https://home24care.com/product-images/0ee7f85c426b959c-feed.jpg,1999.60 USD,1799.60 USD,,,752113594685,2504684com,Backyard Discovery,PrairieFire™ 9kW electric sauna heater preheats 50% faster than standard 6kW models,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,,https://home24care.com/product-images/ec559d45118e2bd5-feed.jpg,https://home24care.com/product-images/93443ef7ca7befa5-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/62714de4fb43e927-feed.jpg,https://home24care.com/product-images/a21f1fffaefb71c8-feed.jpg,https://home24care.com/product-images/28409e84e136972c-feed.jpg,https://home24care.com/product-images/6da36853f27be293-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,934.77 lb,0,1,1,3
1606036Bcom,Malibu Swing Set,"The Malibu is two play structures joined together. An elevated clubhouse with expansive windows and a wooden peak roof sits at one end, a raised playhouse with saloon-style doors and a play kitchen at the other, and a wrap-around porch with a wooden staircase runs between them. Each has its own kid-friendly step ladder, so children can get into either one without going through the other.
The play kitchen inside the playhouse has a toy stovetop and sink. A 10-foot wave slide drops back to the ground, and the beam holds two belt swings and a trapeze, so several kids can swing at once. Two shaded sandbox areas sit below the decks, with sand not included. Backyard Discovery covers the set with a 5-year warranty.",in_stock,,,https://home24care.com/products/malibu-wooden-swing-set,,https://home24care.com/product-images/9074e6b1ec7f6177-feed.jpg,919.60 USD,,,,752113696037,1606036Bcom,Backyard Discovery,Industry-Leading Warranty: 5-year warranty for added peace of mind,"Wooden Staircase: Stairway creates an adventurous pathway between the two play zones, connecting the clubhouse and playhouse for endless adventures",Versatile Swinging Fun: 2 classic belt swings and 1 trapeze allow multiple kids to swing at once,"Speedy Wave Slide: 10-foot wave slide offers swift, safe descents for endless fun every time",,https://home24care.com/product-images/2cff84493f277829-feed.jpg,https://home24care.com/product-images/62f773090c1fdbe6-feed.jpg,https://home24care.com/product-images/e73b90d409499a34-feed.jpg,https://home24care.com/product-images/e6a8321094cd7319-feed.jpg,https://home24care.com/product-images/d888a34a76c751bc-feed.jpg,https://home24care.com/product-images/f65845edd423dc33-feed.jpg,https://home24care.com/product-images/aa9e0b9258cebef6-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,726 lb,0,1,1,3
1705012com,Mount McKinley Swing Set,"The rock wall on the Mount McKinley is extra wide, with 9 holds and a rope assist, so two kids can climb to the deck at the same time instead of queuing. A rope ladder over 6 feet tall with wooden rungs gives a harder route up, and a flat step ladder gives an easier one for younger children.
The play deck sits under a brightly colored canopy roof and comes with a steering wheel and a toy telescope, and it stays open enough that you can see what is happening from across the yard. An 8-foot wave slide handles the way down, and the beam carries two belt swings and a trapeze. The shaded area below the deck takes sand, which is not included. It ships ready to assemble with guided BILT app instructions and a 5-year warranty.",in_stock,,,https://home24care.com/products/mount-mckinley,,https://home24care.com/product-images/b4cfd23c6aff088a-feed.jpg,399.60 USD,,,,752113705012,1705012com,Backyard Discovery,Lower Play Space: Shaded sandbox area to inspire creative sensory play (sand not included),Industry-Leading Warranty: 5-year warranty for added peace of mind,Versatile Swinging Fun: 2 classic belt swings and 1 trapeze allow multiple kids to swing at once,"Speedy Wave Slide: 8-foot wave slide offers swift, safe descents for endless fun every time",,https://home24care.com/product-images/d72180aa456b1c55-feed.jpg,https://home24care.com/product-images/22329ba93a0876e3-feed.jpg,https://home24care.com/product-images/f4e0d1da7116fc61-feed.jpg,https://home24care.com/product-images/483129cc8648ef43-feed.jpg,https://home24care.com/product-images/79f4c0c1edba0e6e-feed.jpg,https://home24care.com/product-images/e39f5a2bf08ab561-feed.jpg,https://home24care.com/product-images/769dde8e5bf3afcf-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,328 lb,0,1,1,3
